review_text_processed,polarity
nao recebi o produto e nenhuma satisfacao. aguardo contato.,0
"tudo excelente!! entrega, produto, agilidade...nota 10!!!",1
"tive que entrar em contato com a empresa pra receber meu produto, nunca mais compro nesse formato, a stark resolveu rifar seu site e quem espera a boa vontade da entrega e o consumidor!",0
entregou antes do prazo. o produto veio muito bem embalado.,1
"o pedido foi entregue incompleto. comprei duas capas para o celular moto g5 e duas peliculas de vidro para o mesmo celular, porem foram entregues somente uma capa e uma pelicula.",0
"fiquei muito satisfeita com a compra pelo site, o produto e a rapidez da entrega",1
entrega no dia seguinte do pagamento!!! parabens!!!,1
"no titulo do anuncio veio escrito que era jogo americano, mas veio apenas 1 peca!",0
"muito satisfeito, recomendo a todos.",1
"atendimento muito rapido, super simpatica. na verdade eles estavam em falta do ganesha mas a peca da lakshmi que peguei no lugar e muito linda e ainda ganhei outra peca de brinde. recomendo.",1
o produto chegou antes do prazo esperado.,1
praticidade e minimalismo.,1
"apesar da paralisacao dos caminhoneiros no final de maio, o produto chegou no final do prazo sugerido no sistema. foram bem atenciosos no sistema de sac quando perguntei com relacao ao envio.",1
nao recebi o produto,0
"a targaryen para entrega de bijuterias e relogios foi perfeita, mas este papel nao.",0
"o unico ponto a desejar foi em relacao ao frete. eu realizei o pagamento do frete, porem tive que retirar em um posto dos correios.",1
adoro comprar nas lannister,1
entregou em tempo record,1
produto entregue no dia exato.,1
bom,1
recebi apenas o controle ... o balde de pecas nao foi entregue.,0
recebi o produto e esta funcionado ja e um bom resultado levando em consideracao que comprei o mesmo produto por outra loja e nao funcionou. porem ouve um grande atraso na entrega por parte dos corre,1
"fiquei super satisfeita com a aquisicao de colares da amizade, sao muito bonitos e bem acabados, minha netinha de 08 anos e as melhores amigas ficaram super felizes, obrigada pela entrega rapida.",1
apenas achei o prazo de entrega bastante longo...,1
apenas nao recebi o produto!!!,0
muito bom,1
"produto entregue no prazo, exatamente como como diz no anuncio, recomendo....",1
o produto pelo valor ok apesar de ja no primeiro dia de uso a correia soltou.....,1
estou muito satisfeita com o a entrega foi muito antes do esperado nao gostei da luz do relogio e um laranja estranho que nao clareia nada e outra tive que ver um tutorial de como ajustar a hora,1
pedido entregue no prazo e o produto na descricao correta conforme no site.,1
o produto e exatamente como imaginei,1
recebido no prazo,1
recomendo loja muito confiavel...,1
"o produto chegou em perfeito estado. porem, demorou bem mais que os outros sites concorrentes",1
"produto com madeira rustica, mal acabada, veio descolada do suporte, nao foi lixada nem envernizada. o coador veio com aro menor que o aro do suporte.",0
o controle veio errado eu pedi controle de home theater da philco 660n e veio le- 798. como faco para trocar?,0
"chegou bem antes do prazo, otimo vendedor.",1
"produto de boa qualidade,otimo custo beneficio",1
vieram somente 2 frascos. o meu pedido foi de 3 frascos. acredito que o correio esqueceu de entregar o terceiro. estou aguardando. so percebi o erro quando abri as embalagens. porque a empresa nao,1
produto de excelente fabricacao.,1
"o relogio, (presente do dia das criancas pra minha filha) nao funciona!!!!!",0
produto entregue antes do previsto... excelente!!!,1
tudo maravilhoso muito obrigada,1
"a unica coisa e q eu paguei o frete e nao estragaram em minha residencia, gostaria de resolver isso reembolso do frete q foi pago dos dois produtos q eu comprei no site de vcs e foi cobrado o frete",1
"estou acostumada a comprar produtos pelo baratheon. super confiavel, transparencia, qualidade e agilidade. super recomendo.",1
"recebi o produto antes do prazo combinado, veio incluso uma espatula e um manual de instrucao, recomendo essa loja.",1
banquinho de otima qualidade.. adorei,1
chegou antes do prazo... amei,1
"novamente propaganda enganosa! comprei tesouras de outro modelo, outra cor, e o fim da irresponsabilidade tercerizar empresas onde nao tem controle nenhum, e um desrespeito isso.",0
bom dia....ainda nao recebi o carrinho ate a data presente.. estou no aguardo,0
so uma das canaletas que nao veio perfurada e nao consegui encaixar direito.,1
otima loja. entregou no prazo. eu recomendo.,1
"foi entregue somente um dos transformadores, entregue o de 3500 va e falta o transformafor de 5000va",0
"entregue no combinado, boa qualidade, recomendo.",1
"eu super recomendo gostei muito este produto e igual a o que visualizei na internet, amei, recomendo, e a propaganda e verdadeira alem da qualidade..",1
"a empresa deveria usar uma transportadora, pois os correios nao tem competencia pra envio alem da demora corre o risco de nao entregar.",0
"sem comentarios, muito confusa a informacao sobre entrega",0
"comprei o produto e nao foi entregue, o prazo de entrega era ate dia 30/03/17, liguei pra fazer a reclamacao, e ficaram de me retornar a ligacao e ate hoje dia 03/04/2017 nao entraram em contato!",0
comprei um lencol queen mas as fronhas nao vestem um travesseiro 70 x 50. sao muito pequenas e estreitas!!! baratheon que sempre ofereceu produtos de qualidade deixou a desejar !!!,0
produto entregue antes do prazo excelente,1
produto defeituoso,0
"gostei do produto , recomendo, chegou antes do prazo e de boa qualidade.",1
"bem embalado, e aplicacao nao foi tao dificil, realmente tem que ser feito em 2 pessoas, veio na coloracao certa e o adesivo gruda rapido e ate o momento nao descolou nenhuma ponta. recomendo",1
a entrega foi rapida. a panela e de excelente qualidade.,1
chegou td perfeito e antes do prazo,1
nao recebi o produto nem satisfacao da empresa quanto ao ocorrido.,0
muito bom,1
comprei 2 produtos uma botox e um creme de hidratacao .o creme de hidratacao veio mechido tiraram uma boa contidade de creme.a botox veio dereita.,0
"gostei muito, recomendo 😃",1
transacao rapida e segura.,1
👎,0
"produto nao respondeu as minhas expectativas ,bem diferente do site",0
ainda esperando!!!,0
igualzinho o que eu pedi. lindo,1
estou aguardando meu produto,0
gostei. chegou rapido. otimo produto...,1
muito bom e sempre um prazer comprar no baratheon,1
adorei o produto,1
"a previsao para entrega seria para ate 12/12/17, e ate o momento nao foi entregue!",0
aguardo retorno por que ainda nao recebi.,0
"entregaram antes do prazo, o produto veio bem embalado e era conforme a descricao do site. muito bonito e funciona bem.",1
excelente atendimento e entrega rapida!!!,1
"feito contato por email e telefone, ja debitado em minha conta o valor, nao recebi o produto e nem tive uma definicao pois comprei um produto com uma metragem e estava vindo outro com tamanho inferior",0
"chegou mais cedo do que imaginei e de acordo com o escolhido. mas poderia ser maior. pena que eu escolhi errado, mas isso nao me impediu de ajusta-lo para que pudesse utilizar e esta sensacional!!",1
"comprei produto da foto e recebi outro bem inferior, me sentindo enganada. sem respaldo para devolucao,",0
"solicitei o cancelamento do produto, porem mesmo assim foi entregue e recebido pela portaria do meu predio. me recuso a ter o trabalho de postar no correio.",0
produto entregue dentro do prazo,1
e otima loja ok,1
"nao recebi meu produto, gostaria de um retorno positivo",0
entregou no prazo.,1
vender on line exige responsabilidade e respeito a quem compra! vendedor muito ruim! nao gostei!,0
muito bom de comprar na americana apesar de ter um site pirata com o mesmo nome fica o alerta,1
produto de otima qualidade veio antes do prazo,1
falta informacoes sobre o produto como as medidas do produto,0
excelente vendedor entrega dentro do prazo,1
"no prazo, como sempre!!!!!!!",1
"recebi, antes do prazo de entrega. porem no mesmo dia que recebi o produto e quebrou ao utilizar em um balao de soco. inadmissivel, o produto e para defesa pessoal, e nao pode quebrar. ja mandei foto",0
nao e dos melhores.,0
muito agel com a entrega obrigado,0
chegou bem antes da previsao de entrega.,1
sem palavra pra descrever,0
"indico a loja excelente produto , entrega super rapida",1
super recomendo chegou bem antes do prazo,1
entrega dentro do prazo..recomendo!,1
chegou no prazo otimo produto ja estou usando,1
"e, o que eu esperava.",1
amei o produto muito lindo,1
foi otimo e entregaram certo o produto,1
otimo,1
produto perfeito e de otima qualidade!!!,1
produto bom e entregue dentro do prazo. valeu pela rapidez na entrega.,1
excelente indico para todos,1
otima loja eu recomendo,1
atendimento excelente,1
fiz os pedidos de tres produtos dois chegaram um uma mochila rosa nao foi entregue e as lojas lannister nao consegue dar detalhes da onde esta o pedido inconformada.,0
"muito satisfeito, produto de otima qualidade e rapidez na entrega.recomendo sim essa loja, continue assim sempre melhorando cada vez mais.",1
pedi 5 lanternas e so veio 4,0
gostei dos brincos das embalagens de tudo muito lindo mesmo !!! mandem outras opcoes de brincos pro meu email !!!,1
site 100% confiavel produto chegou dentro do prazo... recomendo sem medo!,1
falta de compromisso com o cliente. o meu produto nunca chegou apesar das minhas reclamacoes.,0
perfeito!,1
sem problemas,1
excelente site de compras!!!!,1
"muito chateada,ja comprei o produto mais de um mes e nao recebi ainda,sendo que o prazo era de 12 a 17 dias",0
"adquiri o aparador de pelos seco & molhado bg2024/15 bivolt - philips, no valor de r$ 257,87. entretanto, recebi em minha residencia o aparador de pelos philips qt4015/15, que no proprio site american",0
o material me decepcionou um pouco pq achei um nylon muito fragil. o preco foi bom mas o frete encarece muito o produto para o material que e.,1
aparelho em fase de testes ainda.,1
"conforme combinado, produto de qualidade.",1
o produto chegou certo so que nao consegui acertar a hora desse produto acho eu que fiz uma compra indevida!! o bom seria um manual portugues,1
cumpriu com excelencia,0
produto corresponde ao pedido. otima qualidade.,1
recebi a compra rapidinho e sem problemas,1
"todos produtos chegaram muito antes do combinado, super indico.",1
muito bom,1
"olha comprar nas lojas lannister e bom, o problema e que a transportadora que cobra pra fazer a entrega, nao entrega o produto a gente tem que retirar no correio. e ai o valor do produto dobra...",1
produto com avarias e pessima qualidade,0
rede muito boa e resistente,1
produto de 1 qualidade.,1
gostei do produto,1
produto otimo e chegou antes do prazo. recomendo!,1
"fazem entrega em horario comercial. nesse periodo, estamos trabalhando para pagar o que encomendamos",0
detestei a loja so me entregara m um cartucho liguei pra reclamar ai falaram q mandaram o outro separado e nao me mandaram o cod de rastreio so fiquei sabendo pq liguei pra reclamar.,0
entrega antes do prazo e tudo correto,1
"fiz um pedido a mais de mes, e ainda nao foi entregue.",0
como podem mandar um produto errado ? nao existe conferencias? loja falha,0
gostei de tudo,1
chegou muito antes do prazo...e de excelente qualidade...,1
achei q era um produto mais e outro,0
tudo ok,1
bem acabado e tamanho ideal...vale a pena,1
"a caixa do produto veio com uma pequena avariacao, mas de resto veio perfeito...",1
"veio separados ,mas tudo ok,estou satisfeita",1
"bom, estou usando e como o cesto ainda nao se desmontou entao esta bom",1
comprei e recebi,1
ate o momento tudo que compro chegar rapido e sem defeitos.parabens.,1
o produto foi entregue bem antes do prazo.adorei,1
"deu certinho no meu sofa, e olha que ele e bem alto o encosto e grande gostei muito",1
guitarra infantil profissional!!! muito linda!!!,1
jogaram a mercadoria nos correios e tive que me virar para ir busccar,0
recomendo tudo certo com a entrega e o produto.,1
produto entregue as 4 unidades ok,1
"bom dia! adquiri 2 cartoes e so recebi 1. como devo proceder para receber o outro? lembrando que solicitei dois de 2 gigas e veio 1 de 4 gigas, nao foi o que pedi.",0
nao recebi o produto. pois foi vendido produto indisponivel na loja,0
"super recomendo esse site, sempre que eu compro fico super satisfeita. o produto sempre chega no prazo ou antes. muito bom!",1
"otimo produto, entregou antes da hora. muito bom!",1
recomendo! tudo como esperado e dentro do prazo!,1
lojas lannister sempre atendendo com qualidade.,1
nao tenho como avaliar ate receber o produto. espero que me deem uma posicao de qdo irao entrega-lo.,0
"chegou no prazo, segui as informacoes, e tudo certo",1
anunciam um produto que nao tem em estoque e ainda nao cancelaram a compra no meu cartao!,0
"tudo como esperado, sem surpresas",1
"dentro do esperado. ja realizei varias compras nas lannister, nunca tive problema.",1
gostei...muito bom! e ainda chegou antes do prazo.,1
chegou tudo certinho,1
o site da americana nao avisa quando sai para entrega . chegou o produto e no site consta como estivesse na transportadora .,1
loja nota 10,1
muito bom atendimento e prazo de entrega,1
"muito bom, produto entregue antes do prazo!",1
"no geral eu gostei, porem o produto nao veio exatamente na cor que aparece no site e ele veio enrolado em plastico bolha sem caixa propria do relorio",1
gostei muito,1
"muito bom o produto e a entrega, recomendo a todos",1
"entrega super rapida, chegou bem antes do prazo, o produto veio certinho. recomendo. muito satisfeita.",1
o pedido foi entregue bem antes do prazo limite estimado. muito satisfeita.,1
"foi devolvido devido a vizinha nao conhecer pelo nome,mas podem voltar que sera recebido, pessoal cliente da entrega.obrigada eunice",0
"produto recebido com riscos, descricao do produto nao condiz com a realidade.",0
"uma porta da mesa e o cavalete, vieram amassados.",1
envio muito rapido e chegou muito rapido tambem.,1
"sim, por ser medicamento de uso continuo, uma demora de quase 15 dias para entrega e um absurdo, eu prefiro pagar um pouco mais caro no produto, e receber em 3 dias.",0
"achei que seria uma malha normal,mas e bem fininho.",1
gostei recebi o produto no prazo certo.,1
a entrega foi muita rapida e o produto e de boa qualidade.,1
recebi os produtos,1
"o unico porem foi o envio para meu endereco antigo, mas acredito que isso nao tenha sido culpa da loja, uma vez que minha interacao foi diretamente com a lannister.com.",1
nao funciona. pedi devolucao.,0
"boa tarde, ja fiz varias compras no site das lojas lannister, e todas as vezes recebi a mercadoria dentro do prazo especifico, bom vendedor por isto recomendo a todos . muito grato e forte abraco.",1
muito bom amei o produto,1
nao recebi. passou o dia de entrega.,0
estou aguardando posicionamento da loja sobre a entrega,0
"ola, meu pedido nao foi entregue, quero saber o que aconteceu se nao for resolvido eu vou querer o meu dinheiro de volta. agradeco desde ja.",0
gostei,1
"vendido como tapete de yoga, sendo que nao tem o tamanho minimo para tal pratica, se forem dignos e pessoas de acordo com os direitos dos consumidores vao me devolver o dinheiro!!",0
o produto soh chegou com a caixinha rasgada mais d resto td ok.,1
bom,1
produto correto... recebi antes do prazo informado. parabens,1
o produto veio com a solda solta ... quando chegou tive que mandar soldar!,0
produto otimo. de otima qualidade. meus felinos adoram.,1
"gostei de comprar nas lannister, os tramites no app atualizam dentro dos prazos.o produto chegou bem antes do prazo estimado. recomendo comprar na loja virtual, bem seguro.",1
foi entregue dentro do prazo,1
otima loja! recomendo,1
excelente produto e prazo de entrega!,1
nao recebi,0
produto falso voces sao enganadores mentiros,0
entrega no prazo,1
gostei muito do meu papel de parede. compra facil. entrega no prazo.,1
a entrega foi muito rapida.,1
"recomendo esta loja, pois ate hoje tudo que comprei, recebi em perfeitas condicoes e dentro do prazo",1
comprei relogio de homem e recebi relogio de crianca estou tentando entrar em contato pra devolver mas nao consigo falar com ninguem nem por telefone... recebi dia 1 amanha ja e dia 5 quero devolver .,0
produtos de qualidade e chegou antes do prazo.,1
"nossa, excelente!!! superaram minhas expectativas, vou fazer novas compras fim do mes!!! nota 10",1
"recomendo este vendedor, pois envia o pedido no prazo.",1
"o kit e bem bonito e delicado, porem os pinceis sao de tamanho medio.",1
a loja foi rapida e o produto chegou no prazo. demonstrou seriedade no atendimento.,1
"nao recebi o meu produro, meu e-mail para contato e jaksonrocha21@hotmail.com",0
"usemos recebi antes do prazo desta vez atrasou pelos correios tudo bem,mas enviei duas vezes pedido pra saber o que ocorreu e nao tive resposta",0
"entregaram antes do prazo, otimo produto, veio muito bem armazenado super recomendo",1
"comprei uma manta lilas e me enviaram uma cor goiaba,odiei a compra,era um presente e acabei nao dando o presente,e joguei no lixo.que falta de profissionalismo, pelo jeito o vendedor e bem amador.",0
a capa muito boa mas a pelicula horrivel,1
"recebi o produto ontem. como se trata de um ventilador de teto comercial e pelo alto preco, imaginei que no minimo as helices eram de aco,mas nao, sao de plastico.",0
"quase tudo perfeito.. apesar de entregue no prazo, o prazo dado poderia ser mais curto.",1
"excelente transacao o produto chegou mais de 10 dias antes do prazo, intacto, perfeito, com instrucoes de uso. super recomendo.",1
gostei mto do produto!,1
"chegou certo, produto muito bem feito. adorei",1
o vendedor entrou em contato comigo mas nao concluiu a venda,0
exatamente o que precisava...,1
foi entregue antes da data prevista e sem danos.,1
"o produto e de pessima qualidade, a imagem e descricao nao sao fieis ao produto",0
"a minha encomenda foi entregue em tempo record, recomendo a todos que tiverem intereesse no produto comprarem sem o minimo receio.",1
compra facil e site recomendado,1
gostei demais do travesseiro. e como descrito no site.,1
satisfeito,1
"produto preto, reembalado na caixa de um branco. muito amassado no fundo em um modo que qlr um perceberia, nao estabiliza. caixa em perfeito estado, foi amassado antes de ser entregue aos correios.",0
minha filha adorou linda lancheira recomendo,1
"chegou direitinho, antes do prazo final, recomendo",1
o produto veio com a caixa aberta.,0
otima empresa e rapida,1
muito bom e responsaveresponsaveis...,1
linda a cortina,1
fiz a compra de 3 cortinas e so foi feita a entrega de 1. ja fiz a reclamacao e estou no aguardo de um retorno da loja a respeito das 2 cortinas que ainda nao recebi.,0
recomendo loja e produto,1
"o colchao da cama e horrivel, nao vale o preco cobrado.",0
muito bom recomendavel esta loja.,1
"fui muito bem atendida, produto excelente e entrega no prazo",1
adorei....,1
continuar sempre assim muito obrigado,1
eu recomendo,1
"entrega mais rapida que o normal, produto em perfeitas condicoes!",1
meu produto nao foi entregue. ja mandei varias mensagens e nao obtive nenhum retorno. quero meu dinheiro de volta,0
"comprei em um dia, recebi no outro. incrivel a agilidade da entrega e qualidade do produto, recomendo totalmente.",1
"nao recebi o produto, e tento entrar em contato e nao consigo sair do atendimento automatico",0
excelente,1
"o perfume e bom, tem uma fixacao boa, mas nao ha uma grande expansao do cheiro!",1
produto chegou dentro do prazo,1
chegou ate antes do prazo...parabens.,1
"super recomendo! lindas as luminarias e entrega rapida, antes do prazo.",1
recomendo o produto e vendedor. tudo ok na compra,1
produto de qualidade e preco excelente,1
nao recebi a grelha comprada. gostaria de saber o que esta ocorrendo.,0
qualquer encostada se desmonta! nao gostei! . muito arrependida,0
"parabens, recebi o produto antes da data prevista e tudo certinho. obrigada!!",1
produto entregue com qualidade,1
show super recomendo,1
tudo perfeito entrega rapida,1
"nao posso opinar. endereco errado, ainda nao recebi.",1
muito chateada pois ja completou 30 dias que comprei meu produto e o mesmo ainda nao chegou.,0
"recebi super rapido, e em otimo estado.",1
muito bom,1
o material e de qualidade.,1
otimo produto,1
"nao recebi a mercadoria, e nao me comunicaram e nao ainda se encontra minha mercadoria, e tambem nao obtive resposta da lojas stark. estou decepcionada. estou sem minha mercadoria e so gastei dinh",0
muito agil na entrega.,1
muito bom custo beneficio,1
nao recebi o produto!,0
"excelente microfone, acaba sendo um pouco desconfortavel se usar durante muito tempo, mas no geral e bom.",1
"a embalagem veio danificada assim como o produto, quebrado. entrei em contato com a loja e ainda nao tive nenhuma resposta.",0
muito bem atendildo!,1
entregue exatamente como apresentado no site,1
"ja sou cliente da americas faz tempo, nunca tive problemas. porem, esta loja ""targaryen"", foi a minha primeira compra e nao recomendo, pois nao cumprem para de entrega estabelecido.",0
"faz pouco tempo que to tomando, nao da pra falar muita coisa, mas pelo menos e diuretico.",1
"comprei na quarta de noite e na segunda de tarde recebi em minha casa muito rapido, recomendo.",1
muito bom produtos,1
"produto e loja atenderam as minhas expectativas. otimo produto, funcionou perfeitamente e chegou antes do prazo.",1
"otimo produto,mas cordas de baixo custo,recomendo para iniciantes",1
produto excelente. entregue antes do prazo. super recomendo.,1
nao gostei da entrega em varias datas diferentes! diferente de todas compras feitas on-line que utilizo!,1
"comprei um produto kit 3 magnesio dimalato 1g 60 comprimidos e recebi o produto contendo 260mg, isto e 1/4 do que comprei",0
dos 7 produtos que comprei recebemos apenas 1 mandei mensagem mas ate agora sem resposta,0
o produto nao chegou .,0
mochila grande feita com material de qualidade. gostei muito do produto.,1
produto entregue antes do prazo. ..,1
"item perfeito, atende todas as minhas necessidades.",1
produto silencioso!,1
"produto veio rapido , porem percebi que ha alguns parafusos da peca enferrujados",1
"nao recebi o kit ainda das tres luminarias. sabem me informar, por favor, o status. obrigada,",0
"o produto foi entregue em local errado. entretanto consegui receber, aguardo a entraga da maquina de lavar no endereco correto: rua general ivan raposo, 44 ap 101- barra da tijuca, rio de janeiro",1
otimo produto,1
produto de otima qualidade e o melhor chegou muito antes do prazo. satisfeitissima.,1
adorei prazo de entrega,1
muito bom n passa nasa de claridade de luz o produto e perfeito.,1
so nao vou dar 5 estrelas pq pecaram no acabamento do simbolo do infinito...de maneira grotesca!!! sobrando rebarbas...,1
excelente vendedor o produto chegou bem antes do previsto,1
"estou em viagem. portanto, fora do lugar do recebimento da mercadoria. sei que foi entregue e que caixa do produto corresponde ao produto solicitado. ainda preciso checar a qualidade.",1
"bom,eu recomendo o vendedor!!",1
"amei o produto, do jeito que eu esperava e imaginava! ja usei muito",1
produto bem acabado de boa qualidade,1
"sempre comprei e vou continuar comprando,pois sempre deu certo, chega tudo em ordem,perfeito.",1
gostei muito do produto e a entrega foi super rapida. apos a compra so demorou 5 dias para chegar. recomendo,1
"fiquei super satisfeito, o produto e otimo ao contrario das ultimas hp""s que comprei este realmente atende. a entrega foi super rapida bem antes do prazo estipulado.sou 1 consumidor muito satisfeito",1
"produto otimo tudo muito bom so uma coisa eu nao concordo cobrar dois frete pro mesmo endereco,comprei dois produto dois frete emagina se fosse 10 produto? recomendo a loja",1
n recebi o produto.,0
"fui muito bem atendido,tanto virtual com por telefone",1
muito bom,1
produto muito bom. so o frete que e muito caro.,1
otimo,1
otimo muito bom.,1
"produto de otima qualidade, e chegou dentro do prazo de entrega! obrigado lojas lannister",1
estou aguardando a entrega pois ate o dia de hj nao veio .nao posso avaliar se encomendara a loja pois eu rastriei o produto e diz que a entrega e pelo correio e estava em transporte,0
demorou muiiitoooooooo pra chegar o produto,0
recomendo,1
estou aguardando o envio,0
"uma loja muito seria o que vende,cumpre com prazo direitinho otima",1
"recomendo a loja targaryen e seus produtos ,porem o site baratheon nao, devido a falta de comunicacao com o cliente. baratheon ja foi muito bom, hoje deixam o cliente em segundo plano,estou decepcionada.",1
"comprei esse produto para meu filho; como toda crianca, ficou ansioso com a chegada na data prevista; ele ficou muito frustrado quando isso nao aconteceu e eu estou constrangido com a situacao.",0
so foi entregue um produto o outro nao recebi,0
"mercadoria certa, no prazo e infomrtiva",1
efetuei a compra de 01 condicionador aussie moist + 01 shampoo aussie moist + os 3 minutos de tratamento aussie strong. me enviaram o tratamento aussie moist sem saber a minha opiniao.,0
muito bom comprar no stark,1
relogio lindo tudo funcionando caiu muito bem no meu pulso otima qualidade e um classico da invicta como diz no anuncio fiquei hiper satisfeito e recomendo ....jefferson rj,1
tudo suave,1
"gosto de comprar nesta loja eu recomendaria,sempre sou bem atendido.",1
so recebi a navalha ta faltando a maquina de cortar cabelo e o kit tesoura,1
so recebi a cortina.. o rolo nao recebi.. e consta como se tivesse entregado os 2.,0
"baratheon ok, loja ok, correios ok, produto foi util, por que comprei para meu cachorro",0
"realizei a compra e o pagamento, o prazo venceu e nada do produto ser entregue, na verdade nao foi nem enviado ainda. pessimo!",0
vieram faltando produtos e ate agora ninguem respondeu meus e-mails.,0
cumpre oq promete,1
"entrega rapida, o produto chegou 16 dias antes do prazo. produto muito bom.",1
ate momento nao recebi o produto aguardo retorno fornecedor.,0
"excelente loja, sempre compro na americana, entrega rapida.",1
o produto chegou antes do prazo e de excelente qualidade.,1
gostei muito do produto,1
muito eficiente a empresa . e otimo atendimento.,1
a entrega chegou antes do previsto.,1
"adquiri um fone headset da marca eastgate. mas o que chegou foi um fone identico por marca b-max ?extra bass?... isso me deixou com duvidas quanto a veracidade, idoneidade e qualidade do produto.",1
"boa noite! muito obrigada, recebi no antes do prazo, estou muito satisfeita.",1
boa tarde eu faco avaliacao geral entre o vendedor e a entrega no dia 08/02/2018 eu fui informado que o meu relogio tinha sido roubado em tau a minha avaliacao e 00-0000000000000000000000000,0
produtos entregues conforme a solicitacao e exatamente iguais a proposta oferecida no site. entrega no prazo e o produto veio embalado sem danos pelo transporte. sem contar que as malas sao lindas.,1
"comprei um cesto de roupas e 4 tapetes. porem nenhum tapete foi entregue, so chegou o cesto de roupas.",0
o produto foi enviado dentro do prazo!,1
"mas um pouco ,travando...pelo valor ta boa.",1
"ate o momento minhas compras sempre chegaram, mas ate o momento ela esta em belem e nao chegou",1
produto entregue no no prazo e com qualidade!,1
legal.,1
nao gostei,0
"meu pedido veio errado, veio outro produto.",0
otimo,1
otimo,1
depois de trinta dias avisam que nao podera entregar o produto porque esta indisponivel. absurdo,0
bom atendimento,1
gostaei da rapidez da entrega,1
ainda nao testei o produto,1
"nao recebi o produto, solicito reembolso!",0
"o produto veio em mal estado de limpeza, parecia ja ter sido usado, o espelho riscado",0
gostei.,1
"solicitei o cancelamento da compra apos comprar, a nota fainda nao tinha sido emitida e me retornaram no dia seguinte dizendo que nao seria possivel cancelar pois o produto ja tinha sido despachado",0
otimo produto e prazo de entrega.,1
site super seguro,1
"otimo... pratico e rapido, tanto para compra quanto para o recebimento... amei!!!",1
muito bom,1
produto bom e entrega rapida !!!!!!!!!!!!,1
eletrobomba nao encaixou corretamente na minha maquina obs: gostaria de devolver,0
otimo produto e qualidade e atendimento top,1
adorei o produto... mto bom...,1
eu apenas adorei o produto entregue com sucesso,1
tudo certo,1
muito bom,1
simplesmente horrivel o produto,0
"no rastreamento do pedido aparecia que ja havia sido entregue ao destinatario, todavia, nao recebi em meu endereco.",0
produto excelente. entregs rapida,1
"produto de pessima qualidade a estampa do skate veio errada capacete fraco, protecoes fracas",0
muiyo bom entregue antes do prazo,1
gostei muito de comprar nesse app recomendo,1
ola boa tarde! o produto nao encaixou chegou sem algumas travas e nao encaixou.,0
"pedido: 02-662119905 alca dupla x-double couro legitimo cameras dslr double strap informo que o produto nao foi entregue, porem no site esta sendo informado que foi. peco esclarecimentos.",0
"esse whay e top, recomendo a todos os que buscam um ganho de massa muscular, muito bom.",1
"produto atendeu minhas necessidades e a entrega foi super rapida, o prazo era de 10 dias, mas, recebi em dois dias.",1
nao enviaram nota fiscal e atrasaram um pouco a entrega,0
gosto de comprar por este sait produtos sempre entregue ate antes do prazo de entrega,1
adore ! muito bonita e muito facil de montar,1
tudo cento e no prazo recomento,1
"gostei muito do produto. ainda nao coloquei, mas veio com as cores iguais as da foto.",1
achei que poderiam ser mais agil na entrega.. demora muito para ser entregue,1
otimo produto porem caro demais !!!,1
muita agilidade,1
"a avaliacao na minha primeira compra, foi ruim.",0
excelente muito obrigado otimo produto,1
eu comprei dois pendentes o simples e o duplo mas entregaram apenas o.simples. eu estou aguardando a entrega da outra mercadoria,0
otima loja,1
demorou muuuuito essa compra,0
nao recebino produto,0
estou aguardando minha encomenda.,0
chegou conforme esperado. obrigada,1
"parabens recebi antes do prazo combinado, super indico pois me manteve informado de todos os passos antes do recebimento e de pessoas responsaveis assim que precisamos... parabens",1
entrega rapida...produto como descrito no anuncio!,1
conforme informacao,1
pedido chegou super rapido.,1
ate agora nao recebi o produto comprado.,0
"bem satisfeita,obrigada...",1
"otimo, chegou super rapido e o produto e do jeitinho que eu esperava!! muito bom! recomendo!!",1
otima sempre volto a comprar,1
prazo para entrega de 15 dias e mesmo assim nao foi entregue! nao comprar dessa loja e a lannister deveria ter maior controle dos parceiros! tambem e culpada!,0
produto foi entregue muito antes do prazo determinado.,1
"veio conforme divulgado. bem embalado, e realmente o relogio nao tem aquele barulho chato de tic tac.",1
adorei os produtos. teve coisas entregues ate antes da data prevista.,1
suporte e bem pratico e resistente.,1
comprei 3 garrafas de vinho veio so duas e agora reclamar como se assinei,0
nao recebi o item que ja contava como cancelado no momento que consultava meus pedidos. nao obtive nenhuma resposta as mensagens enviadas,0
bom,1
"comprei uns 4 produto para vem ser via,chegou os 3 ante da data para chega,so falta um produto meu chega .agora so vou compra as coisa no baratheon.",1
"produto de boa qualidade, chegou sem avarias e antes do prazo de entrega!",1
"chegou antes do prazo, parabens!",1
"produto de boa qualidade, comprado e entregue em conformidade com as especificacoes",1
produto muito bom recomendo.....,1
estou satisfeito,1
"o tapete na foto do anuncio tinha cor preta, mas foi entregue na cor chocolate (mais claro do q tabaco)! vi e revi a foto em monitores e configuracoes diferentes e em todas a cor do tapete e preta.",0
"1 mes que comprei o produto e ate agora nao recebi, ninguem da uma posicao do do que voce pode fazer. quando receber eu classifico novamente.",0
linda ...amei,1
recebi todos os produtos bem certinho e no prazo. o sling e lindo e de um tecido muito bom!,1
prazo nao foi cumprido ... ate hoje nao chegou :( primeira vez que tenho problema com entrega.,0
valeu a pena comprar chegou o que foi comprado e antes da data prevista recomendo a que mais precisar,1
