text,sentiment
Forget LOCATION1 and the whole of LOCATION2,Negative
Forget LOCATION1 there are very few residential places there and those that are will be highly expensive because its so central its not even a very nice area,Positive
Forget LOCATION1 unless you have lots of money and speak Hewbrew,Negative
"Forget about LOCATION1 unless you want to live in a  area, rife with gang and drug culture",Negative
"Frankly I'm not a fan of LOCATION1 - though LOCATION2 is always a good option, with excellent local schools and wonderful shopping",Negative
From LOCATION1 to  London it's just 10 minutes by train,Positive
From LOCATION1 you can be in the centre of London in 45 minutes by train,Positive
"From LOCATION2 and LOCATION1, the Central Line will whisk you straight to Chancery Lane in around 30-40 minutes",Positive
"From the Tudor period onwards , LOCATION1 became a popular recreation and leisure destination for wealthy Londoners",Positive
From the list maybe LOCATION1 would be good,Positive
"From the map you can see that LOCATION1 is the most `` dangerous '' borough , even though this contains the major tourist attractions of Buckingham Palace , The Houses of Parliament and the famous shopping roads of Oxford and Regents Streets",Positive
"Further out , LOCATION1 and LOCATION2 are quite lively",Positive
"Further out of the centre you have LOCATION1 which is a pretty decent place, but I would advise staying clear of LOCATION2",Positive
"Generally , LOCATION1 is your best bet - but it really depends on your budget",Positive
"Generally, I would not recommend LOCATION1, unless have really BIG budget",Negative
"Generally, LOCATION1 is cheapest to rent/buy a property",Positive
Giving LOCATION1 a very wide berth might be your best course of action,Positive
Go to LOCATION1 and to LOCATION2,Positive
"Go to LOCATION1, it's so unique and at night there are loads of clubs and bars where you can go partying",Positive
Good Luck I worked extensively around London and I would agree that LOCATION1 would not be my first choice to live,Negative
Good Tesco supermarket just behind the LOCATION1 (which got a bit noisy during the Ashes),Negative
"Good luck  I like LOCATION1 Good location,surrounded by good shops",Positive
Good luck  I would suggest looking at LOCATION1 or LOCATION2,Positive
Good luck LOCATION1 is quite a nice area to work,Positive
"Good luck and god bless LOCATION1 has more restaurants and cafes and has more of an ""urban town"" feel but the three are very close-",Positive
Good shops near by in LOCATION1; and very easy access to and from LOCATION2,Positive
"Good transport ( buses ) to/from LOCATION2 LOCATION1 is not too bad , a bit rough and rundown in parts",Negative
"Goths, punk, rocks, pubs, countless music venues, and loads of food  188 LOCATION1",Positive
Great location  LOCATION1,Positive
Great places are LOCATION2 and LOCATION1,Positive
Harrods in LOCATION1 is a store where they boast that you can get anything you want,Positive
"Have a look at this website it might help:  In the LOCATION1, north west, good transport, typical mix of people for London  i live to the  left of London on the map, Reading",Positive
Having been born in LOCATION1 I can appreciate your reluctance,Negative
"Having lived in LOCATION1, I think you'll need to stay away from the dodgier parts of it, where crime prob is rife",Negative
"Having said that , though , the LOCATION1 is lovely and I lived in LOCATION2 which was also really nice",Positive
"Here 's a good guide to walks , with information - and it 's free , with articles and history to read about : LOCATION1 is still charming , and Katherine Parr lived here with her husband Thomas Seymour , where he `` played '' with the young Princess Elizabeth",Positive
Here is one side of the dual carriageway Here 's the other side looking much different than normal LOCATION1 is a nightmare most times,Negative
"Here you are : LOCATION1 has a sizeable shopping area with a Vue cinema , the regular department/chain stores and a stack of bars and restaurants , and also lots of green space around for enjoying the kind of weather we 're having today",Positive
"Hi there , I live in South London and LOCATION1 is my nearest tube station",Positive
"Hi, I have been based in a apartment by LOCATION1 for a few months no trouble convenient location",Positive
"Highstreets: Well LOCATION1 is defiantly the best high street with shops, rearurants and much more",Positive
"Historic, i'm afraid any area in close proximity to  LOCATION1 don't come cheap",Negative
Hope I helped LOCATION1 is a nice area with that sort of thing,Positive
Hope it helps  I lived on the edge of LOCATION1 and think it's a great area to live in,Positive
"Hope this helps you  without a doubt LOCATION1r/LOCATION2 (SE16), just south of the river, is the best place to live",Positive
However  LOCATION1 is abit rough,Negative
"However , LOCATION1 is a really nice borough",Positive
However LOCATION1 is not the best place to live,Negative
However its probably quite expensive being next to LOCATION1,Negative
"However many people do exagerate what its like in LOCATION1, i used to live there and i went out everynight in the dark coming back from work byh myself, and i was absoloutly fine",Positive
However my boyfriend lives in LOCATION1 and it seems like a lovely place to live,Positive
However perhaps you would feel LOCATION1 or LOCATION2 to be more appropriate,Positive
"However, LOCATION1 is far away from central London compared to  LOCATION2 (LSB)",Negative
"However, LOCATION1 is generally cheaper than LOCATION1 but has less tube stations",Negative
"However, LOCATION1 is safe and peaceful, and the nearby osterley Park is attractive",Positive
"However, parts of LOCATION1 are quite pricey so be warned",Negative
"However, she lives in LOCATION1 of all places and I do NOT feel safe using her station",Negative
"However, since the Olympics is going to be based in LOCATION1, house prices are going up",Negative
"I 'd say , if you have enough money , LOCATION1 is actually really lovely",Negative
I 'd suggest West London though - LOCATION1 or LOCATION2 are pretty economical,Positive
"I 'm not particularly familiar with what it would cost , but bear in mind that it would not be cheap LOCATION1 is a very mixed area in central London",Negative
I 'm not sure about the pubs or whether the people living there are mainly single or not though LOCATION1 is fine,Positive
I 've heard LOCATION1 in LOCATION2 is n't bad either,Positive
I 've heard LOCATION1 is a bit chavvy ( sorry if you are from there and it 's not true,Negative
"I 've heard LOCATION1 is a good place to live , in terms of rent and low crime rates",Positive
I 've heard LOCATION1 is safe from a police officer but I have no idea how expensive it is,Positive
I LOVE LOCATION1,Positive
I Live in LOCATION1 which is close to the center of town and is very nice in my opinion,Positive
I agree LOCATION1 is a little better and easy to commute to LOCATION1,Positive
I agree LOCATION1 is good,Positive
I agree with other poster - LOCATION1 is a lovely part of town with gorgeous restaurants,Positive
I agree with the above answer in avoiding  LOCATION1 areas,Negative
I also like LOCATION1,Positive
"I also think LOCATION2 and LOCATION1 are nice and safe , the latter a bit less expensive than S",Positive
I also went to see LOCATION1 but it's a bit run down and doesn't look so nice either,Positive
I also went to see some flats in cheaper areas such as LOCATION1 and LOCATION2 - biggest dumps I've ever seen  and very ghetto'y feel,Positive
I always sing the praises of the east - LOCATION1 is great,Positive
"I am currently living in LOCATION1 but need to buy a bigger house as my family is expanding, and I can't afford to buy in SN",Negative
I am no fan of LOCATION1,Negative
I am presuming that the LOCATION1 that you have mentioned is near The euston Overland Rail Station in Central London,Positive
"I am sure you will enjoy living in LOCATION1, I have lived here most of my adult life and think it's a great place  The borough of LOCATION1 is  overall a nice, friendly area",Positive
"I am told LOCATION1 has the lowest Council Tax , but perhaps that means the services that council provide are not as good as other in other boroughs",Negative
I can't afford to live in somewhere like LOCATION1 but I don't wanna live in a dump like LOCATION2,Negative
I did live in LOCATION1 for a year or so and found it to be a very comfortable area,Positive
I did love LOCATION1 and would have stayed if I'd been able to afford to rent there but some of the prices are just silly,Positive
I do n't know LOCATION2 but LOCATION1 has some very affordable properties if your renting or buying,Positive
"I do n't know about Clanricarde Gardens , but LOCATION1 is pretty safe , and it 's easy to get to place via the tube",Positive
"I do n't know what your budget is , but LOCATION1 is my favourite place and if I could afford it , I would live there",Positive
I don't know LOCATION1 but I do know that it's in zone 5 so that will cost you more in fares,Negative
I don't know much about LOCATION1 apart from there are a lot more tube stations there but I think the prices do reflect this,Negative
"I don't know what crime figures you were looking at, but overall crime is down in LOCATION1",Positive
I don't like LOCATION1 - It's always ramo,Negative
I don't live in LOCATION1 as I can't afford it,Negative
"I don't really know the areas, but I just read online that LOCATION1 and LOCATION2 are very bad and violent areas",Negative
"I enjoyed living in LOCATION1, its a proper mutli-cultural London suburb",Positive
I felt safest in LOCATION1 and LOCATION2,Positive
"I had a day trip to LOCATION1 last year, my partner and me did not see a black face all day -",Negative
"I have a friend who lived in LOCATION1 , and it was full of drug dealers, so stay away from Central LOCATION1",Negative
I have had a look on internet and it seems there are areas very unsafe there like LOCATION1,Negative
I have lived  for 10 years in  LOCATION1  and have never witnessed any trouble,Positive
I have lived in LOCATION1 for 25 years and it's now one the most safest places to live,Positive
I have lived in LOCATION1 for the past six years and love it here,Positive
I have lived in LOCATION1 in the past and that's quite nice but no train links,Positive
I have lived in the LOCATION1 area for 5 years and had no troubles,Positive
I have lots of mates that live in LOCATION1 and they have cool bars and lots of cultural food (especially Indian),Positive
"I have never been back to LOCATION1, it is an absolutely horrible area, and I won't be returning in a hurry",Negative
I have no idea but this website will help you find your answers LOCATION1 has good access to London via trains and busses but be warned its not the safest of places so dont go round flashing ya cash or your mobile phones e,Negative
I have now moved to LOCATION1 and havent had any problems there either,Positive
I have told a couple of other people that the Boroughs of LOCATION1 and LOCATION2 are the best combination of cheap and safe,Positive
"I heard that LOCATION1 has AMAZING shops , especially for rockabilly/punk/indie / pin-up type of things",Positive
"I heard that LOCATION1 is more residental and not a fun place to leave , all the fun is in LOCATION2",Positive
I heard that LOCATION1 was ok but the problem is that I can not find student hostels around there,Positive
I honestly have no fear of walking around the LOCATION1 on my own at any time,Positive
I hope you could tell me about  areas at the outskirts of the London (LOCATION1 for example) quieter and less expensive,Positive
"I know people like LOCATION1, and I used to like going out there while I was at university",Positive
"I know someone else in LOCATION1, again one of the most expensive  areas in London who was robbed at knife point walking the 2 blocks",Negative
"I know there are parts of LOCATION1 which are rumoured to be dodgy , but as I discovered , find a nice street and you will be fine London is safe as large cities go , but LOCATION2 is n't exactly the safest part of it ( then again , not the worst either )",Negative
"I like  LOCATION2, LOCATION1",Positive
I like LOCATION1 and LOCATION2,Positive
I like LOCATION1 because it's clean and not overly populated like the area I live in,Positive
I like LOCATION1 myself,Positive
I like leafy LOCATION1,Positive
"I like many places in London, I would choose somewhere like LOCATION1 or LOCATION2",Positive
"I like the LOCATION1 too  view this page , maybe can help you:  Good Lucky",Positive
I liv in tower hamlets in LOCATION1 which is a place where a lot of violence happens wiv gangs e,Negative
I live close to LOCATION1 and LOCATION2 and feel perfectly safe,Positive
I live here in sunny LOCATION1 where you do not really need a car for getting about,Positive
I live in LOCATION1 and I believe its got everything you're looking for,Positive
I live in LOCATION1 and I like it very much,Positive
I live in LOCATION1 and feel quite safe,Positive
I live in LOCATION1 and it's great,Positive
"I live in LOCATION1 at the moment, which is lovely, and there are a lot of foreign people who choose to move here",Positive
I live in LOCATION1 but am preparing to move out  reluctantly because it is so expensive,Negative
"I live in LOCATION1 in LOCATION2, and it's pretty safe",Positive
I live in LOCATION1 in north it is quite brilliant that is where you want to be,Positive
"I live in LOCATION1 n it's crazy crime  Guns, knives, hoodies, chavs",Negative
I live in LOCATION1 where it is leafy and the streets around me are nice but 10 minutes walk away there is a huge estate full of drug dealers,Positive
"I live in LOCATION1 which I love which is not much more central, but is a hell of a lot busier with tourists",Positive
I live in LOCATION1 which is one of the cheapest parts of London - if not THE cheapest,Positive
I live in LOCATION1 which is the pits,Negative
"I live in LOCATION1, Herts and a one bed flat is around 700-800 a month,it's a nice area too",Positive
"I live in LOCATION1, and  I wouldn't advice you to consider it",Negative
"I live in LOCATION1, and is the best place in London as far as I am concerned",Positive
"I live in LOCATION1, and it's great there",Positive
"I live in LOCATION1, which is considered bad, but the people that live there will not go into LOCATION2 at night  y",Negative
"I live in LOCATION1, which is considered one of the better areas - and I've been mugged twice",Positive
I live in London and am quite happy to walk around in LOCATION1 but I would be scared to walk around estates in LOCATION2,Positive
"I live in London, i hope you realise that LOCATION1 is one of the most run down areas of London and it is home to the most notorious estate in the UK",Negative
"I live on the edge of LOCATION1, so have great access to green spaces, outdoor swimming, local/independent shops and cafes, plus a generally nice, safe neighbourhood",Positive
"I live slightly further out in LOCATION1, SW London, which is also pretty lively, with a reasonable number of shops, and quite a few nice bars and restaurants, and is a bit cheaper",Positive
"I live slightly further out in LOCATION1, SW London, which is also pretty lively, with a reasonable number of shops, and quite a few nice bars and restaurants, and is a bit cheaper I think than some other areas",Positive
I lived and worked in a very poor area of London called LOCATION1  it's fill of social problems,Negative
I lived in LOCATION1 all my life until a bit after my 22nd birthday with no incidents,Positive
I lived in LOCATION1 for 12 years and never felt unsafe,Positive
I lived in LOCATION1 for a couple of years and from there I was able to walk into Central London,Positive
"I lived in LOCATION1 for four years, and the worst thing about it  was that the public transport sucks",Negative
I lived in LOCATION1 for over a yr and never had a problem,Positive
I lived in LOCATION1 for six years without any problems with crime,Positive
I lived in LOCATION1 for years and years and had no bother,Positive
I lived in London for 57 years and the only time I was attacked was in posh old LOCATION1,Negative
I lived on the border of LOCATION1 and LOCATION2 for years and never once witnessed or became the victim of any sort of crime,Positive
I lived on the border of LOCATION2 and LOCATION1 for almost 7 years and never had any problems,Positive
"I looked at all the options and opted for LOCATION1 in Kent in the end - mainly because it's very green and rural, but it's also one of the last stops for the fast coast trains before the get to London",Positive
I love LOCATION1,Positive
"I love LOCATION1, its such a great place to spend the day, wandering around the shops and stalls and in the end you will end up buying something",Positive
I love going to LOCATION1,Positive
I love it around LOCATION1,Positive
I love living near the LOCATION2 and LOCATION1,Positive
I love visiting LOCATION1 and I imagine it would be a great place to live,Positive
"I loved LOCATION1 when I lived there, good shops, restaurants and pubs  Both LOCATION2 and LOCATION1 have excellent public transport",Positive
"I loved the village and thought LOCATION1 was just beautiful , especially the lake , and it only took about 30 minutes to get to LOCATION2 Rd",Positive
I met quite often Spanish speaker in LOCATION1 area,Positive
"I must say though, if you want some really nice south of the Thames, check out LOCATION2 and LOCATION1",Positive
I now live in LOCATION1 and much prefer it,Positive
I now live in LOCATION1 and much prefer it At the moment I live in LOCATION1,Positive
I now live in LOCATION1 with a lovely set of neighbours from all sorts of ethnic backgrounds,Positive
I only lived in LOCATION1 for a month but really liked the area,Positive
I particularly like LOCATION1,Positive
I personally would never live in LOCATION2 or LOCATION1 because they are too dirty,Negative
"I prefer Gravadlax Assuming you want to keep kosher , LOCATION1 is the place to go for the top restaurants",Positive
I rather like LOCATION1,Positive
I really do n't think that LOCATION1 is a good comparison though LOCATION1 's a great place to live,Positive
I really enjoyed living in LOCATION1 and LOCATION2,Positive
"I really like LOCATION1 and that kind of area, but it's very expensive",Positive
I really only know to stay away from LOCATION1 and LOCATION2,Negative
I reccomend that you look for somewhere in LOCATION2 or in LOCATION1,Positive
I recently moved to LOCATION1 in West London and the rent is not that high,Positive
I rent a decent large 2 bed flat in LOCATION1 for a decent price,Positive
"I say LOCATION1 is n't the best place but , LOCATION2 is a very nice quite area",Positive
"I should also have mentioned that from December, South East trains will be running very fast services from  LOCATION1 into St Pancras International",Positive
"I spent 18 months living in LOCATION1, it wasnt the safest of areas",Negative
"I spent over four years studying, living and working in LOCATION1 and loved every minute",Positive
I stayed at the one in LOCATION1 because it was on the tube line from LOCATION2,Positive
I think LOCATION1 or even LOCATION2 are much better,Positive
I think LOCATION1's not that bad an area   it's probably less rough than LOCATION1,Positive
I think LOCATION1/LOCATION2 is a great area,Positive
I think LOCATION2 is better but then I'm prejudiced LOCATION1 is one of the most expensive areas in London,Positive
I think LOCATION2's an ok place too  LOCATION1 is nicest of those areas,Positive
I think pretty much most places in LOCATION1 are safe although LOCATION2 is sometimes a bit dodgy,Positive
I think that great care has been taken in LOCATION1 to preserve parks and green areas,Positive
I think the LOCATION2/LOCATION1 area would be absolutely perfect for you,Positive
I think the best area in London to live for being both cheap and safe is LOCATION1,Positive
I think this is influenced by big swathes of northwest LOCATION1 (covered by SM1) being endless utilitarian residential streets with precious few green spaces nor natural features to enhance the landscape,Negative
I think you'll find LOCATION1 has a lot more crimes than LOCATION2,Negative
I used to live in LOCATION1 and I liked it,Positive
"I used to live in LOCATION1 and LOCATION2, I had no problems",Positive
I used to live in LOCATION1 which also has a bad reputation but I never had any trouble despite coming home alone very late at night (1-2am),Positive
"I used to live just up the road in LOCATION1, but couldn't afford to buy, so now live further to the North of London",Negative
"I used to live on LOCATION1 Road and to be honest it was the nicest, most fun place ever",Positive
"I usually stay in LOCATION1 when visiting London), but extremely expensive",Negative
"I was always up in the LOCATION1 area, going to pubs, shopping, walking around and just having fun",Positive
I was in LOCATION1 this weekend and parts around there are gorgeous,Positive
I was in the LOCATION1/LOCATION2 area this summer and I thought it looked like a perfect place to live,Positive
I was not to keen on LOCATION1 at all,Negative
I was told LOCATION1 was good,Positive
"I work in the LOCATION1 area, which is out of my price range, so have considered Clapton",Negative
I would definitely recommend LOCATION1,Positive
"I would feel less safe walking around LOCATION1 at night than I do elsewhere in LB of LOCATION2, relatively-speaking",Negative
I would go for LOCATION1 myself though if you can afford it,Positive
"I would have said LOCATION2 and LOCATION1 are obviously very nice, but hardly affordable",Positive
I would like to live in LOCATION1 and LOCATION2,Positive
I would look at LOCATION1,Positive
I would n't say LOCATION1 is dangerous exactly but it definitely has higher crime rates than many other areas,Negative
"I would n't want to live in either , but LOCATION1 has some nice houses being build along the canal and the Olympics will force the council to improve matters further",Positive
I would not feel safe walking at night in LOCATION1,Negative
I would pick LOCATION1,Positive
I would prob have to say that LOCATION1 is nicer - LOCATION2 is too boxy,Positive
I would put in a good word for LOCATION1 though,Positive
I would recommend LOCATION2 or LOCATION1,Positive
"I would recommend a suburb called LOCATION1, as it has a Thames link Line and a large underground station making transport very convenient",Positive
I would recommend either LOCATION1 or LOCATION2 as an alternative,Positive
"I would say , LOCATION1 is an affordable area where you can grab a 3 bed flat for under 250k",Positive
I would say LOCATION1 ( brondesbury park ) is definitely an ideal place,Positive
I would say LOCATION1 but it's so expensive,Positive
"I would say LOCATION1, but being one of the nicer areas from your list the housing will be really expensive",Positive
I would say somewhere like LOCATION1 or LOCATION2,Positive
I would suggest LOCATION1,Positive
"I would suggest LOCATION1, West London",Positive
"I would suggest LOCATION2, LOCATION1",Positive
I would suggest living in LOCATION1 itself which is a very pleasant area,Positive
"I would suggest that you consider smaller cities like LOCATION1, i looked at some pictures and i think its gorgeous:)",Positive
I would suggest the best place to live is LOCATION1 in south London,Positive
I would try and avoid living in LOCATION2 or LOCATION1 as they are close to  a LOT of council estates and both generally,Negative
I wouldn't live in LOCATION1,Negative
"I wouldn't live in LOCATION1, if I could avoid it",Negative
I wouldn't want to live in a council estate in LOCATION1,Negative
"I''ve been only in the west part and I read that LOCATION2/LOCATION1 is becoming popular and trendy among youths, isn't it",Positive
"I'D go for LOCATION1, if I were YOU",Positive
I'd avoid LOCATION1 and LOCATION2 - they're not too nice,Negative
I'd avoid nearby LOCATION1 though,Negative
I'd certainly prefer LOCATION1 to LOCATION1,Positive
I'd go for very central - LOCATION2 or LOCATION1,Positive
I'd prefer to stay as close as possible to the major LOCATION1 hub,Positive
I'd rather live in LOCATION1,Positive
I'd rather live in LOCATION1,Positive
"I'd recommend LOCATION1 - you should be able to get, a least, a reasonably sized studio, or one-bedroom flat for that price around there",Positive
"I'd recommend LOCATION1 in particular, which is near LOCATION1 and feels very safe",Positive
"I'd recommend LOCATION1, LOCATION2",Positive
I'd say LOCATION1 or LOCATION2 would be the best areas within easy reach,Positive
I'd stay away from LOCATION1 at all costs as the transport is rubbish,Negative
I'd suggest looking at LOCATION2 or LOCATION1  Good website is gumtree,Positive
"I'll go to LOCATION1, particularly LOCATION2",Positive
I'm a fan of LOCATION1 though,Positive
"I'm living in LOCATION1 at the moment and am extremely unhappy ,  the area is a bit scary at night and need to move asap",Negative
"I'm living in LOCATION1 right now with my brother, and sister it's pretty nice",Positive
"I'm living in LOCATION1, yeah it's a safe area, calm enough but as everywhere, might happen to run into bad people",Positive
"I'm mounique I'm 14 and live in LOCATION1 in London, It is a deprived area and high in crime, there is massive gangs around who cause trouble",Negative
I'm ready to get on the property ladder and LOCATION1 is out of my budget,Negative
"I'm sorry my dear but if you want more affordable than the areas you have mentioned, you are looking at areas like LOCATION1",Negative
I'm used to living in bad areas and to move to LOCATION1 was just amazing,Positive
"I've always found LOCATION1 to feel quite safe, but up nearer LOCATION2 it can feel a bit less secure",Negative
"I've always liked LOCATION1 and LOCATION2 meself, hon",Positive
I've always loved the area around LOCATION1,Positive
"I've had some recommendations that I stay along bayswater Road around the LOCATION1 Station as it is ""nicer"" and ""safer""",Positive
I've heard from a few ex work mates the council areas in LOCATION1 are not very nice but it's not personal experience though,Negative
I've heard that LOCATION2 and LOCATION1 are dangerous,Negative
I've learned that LOCATION1 is home to luxiury and wealth,Negative
"I've lived in LOCATION1 all my life, and  haven't had many problems  LOCATION1 has changed so much",Positive
I've spent a lot of time in LOCATION1 and can confirm it's generally quite a deprived area and certainly not that safe after dark,Positive
"IF money was no option, AND if i could have a house in this particular place, then i would say LOCATION1",Positive
"Id love to live in the LOCATION1 area, it looks so nice and clean and transport is great in there",Positive
"If I could afford to buy there, I would  LOCATION1 is one of the most expensive areas in London and there aren't a lot of single people",Negative
If I had a few million spare I'd love to buy a house in LOCATION1,Negative
If I wanted to be near the centre I would go for LOCATION1 (so East),Positive
"If I were personally buying a property in London, I would probably go for LOCATION1 as it is a great area, always in demand",Positive
If anyone offered me a place on The LOCATION1 I'd jump at it,Positive
If i had to choose between the two i would definitely go for LOCATION1 though,Positive
"If it is just the lifestyle you want and you can afford it , LOCATION1 is very popular with the young trendy after work crowd ( mainly media types ) with lots of nice bars and restaurants and organic bakeries and the like",Positive
If it is n't too expensive LOCATION1 would be a good bet as well,Positive
"If not central,   LOCATION1 if you're rich",Negative
"If so, take the DLR to LOCATION1 and enjoy the big shopping mall there",Positive
"If you 're a young male drug-dealer who takes part in the occasional heist , then yes , LOCATION1 could be dangerous for you",Negative
"If you are an average person, you wont be able to afford to live right near LOCATION2 or LOCATION1",Negative
"If you are at the end adjoining LOCATION2 and LOCATION1, you should be all right",Positive
"If you are looking for somewhere a bit quieter, then try LOCATION1, or somewhere like that",Positive
If you are not bothered about having a train/tube station you could try LOCATION1,Negative
If you are not planning on going out that much in the evenings LOCATION1 would be ok,Positive
If you are on the main LOCATION1 then it may be noisy,Negative
"If you are rich, you might live in LOCATION1",Negative
"If you are thinking north, then perhaps look at LOCATION1",Positive
If you are young and want a nightlife and lively area then LOCATION1 is good,Positive
"If you can afford more, then move somewhere better (LOCATION1 or LOCATION2)",Negative
If you can afford to live in LOCATION1 then go for it,Positive
"If you come to London the majority of ""Tourist Attractions"" are based in LOCATION1 too",Positive
"If you consider living with the Bengals and Asian, then LOCATION1 is good;",Positive
"If you don't have a lot of budget, you could flat share in LOCATION1 as it is quite expensive",Negative
"If you end up down there, be sure to check out LOCATION1 Market if you like vintage and small designers and handmade stuff, especially clothes",Positive
If you go a little further west to LOCATION1 or LOCATION2 you will still be near the central area and presumably pay a litlle less  chk out  berlin,Positive
If you go by tube then West LOCATION1 is nice,Positive
If you have a little more money look at LOCATION1 or LOCATION2,Negative
"If you have loads of money , LOCATION1 is beautiful but expensive It depends what your budget is , LOCATION1 one of the poshest",Positive
"If you like London living and want to be near the centre of London , then LOCATION1 is a good choice",Positive
"If you look at the map above, LOCATION1 is generally cheaper to live than LOCATION1",Positive
If you must live in London I would suggest LOCATION1 - it has far more life and,Positive
If you need to commute to London on a daily basis then LOCATION1 is at the end of the District Line and is a decent area,Positive
If you really want action you could even live in LOCATION1 for that kind of money,Positive
If you scoot across a little way to LOCATION1 it's nice but LOCATION2 itself is pretty rough,Positive
If you want a bit better quality of life  consider LOCATION1 and LOCATION2  being the nicest in my opinion,Positive
"If you want a nice peaceful area to live in, I would suggest LOCATION1",Positive
If you want a place near the centre that's fairly cheap: try LOCATION1,Positive
"If you want a proper genuine street market, visit LOCATION1 market near Ladbroke Grove on Saturday",Positive
If you want cheaper head more over towards LOCATION2 or LOCATION1 is cheaper again and would be more convenient travel-wise for the London,Positive
If you want lots of clubs/bars in one place then I would suggest LOCATION1,Positive
"If you want posh and near LOCATION2, than go for LOCATION1",Positive
If you want slightly nicer  look at homes in LOCATION1,Positive
"If you want something cheaper then look at the LOCATION2, LOCATION1",Positive
If you want somewhere more funkier and trendier - what about LOCATION1,Positive
If you want to take risks walk around LOCATION1(istan) E,Negative
"If you were to go out to somewhere like LOCATION1, then you would have a very long commute to the London",Negative
"If you're interested in music, journalism, and nightlife then somewhere like LOCATION1 or LOCATION2 is the place for you",Positive
If you're looking at buying a flat in LOCATION1 you will have to bring a lot of money,Negative
"If your budget won't stretch to those, you could try a bit further down the road in LOCATION1",Positive
If your poor you cant live in LOCATION1 without paying a hell of a lot for one tiny bedroom,Negative
"In LOCATION1 you've got the big three: the VandA, the Natural History Museum, and the Science Museum",Positive
In LOCATION2 LOCATION1 has some nice streets,Positive
"In West London the areas of LOCATION2 and LOCATION1 are very nicelots of green space, nice housing, good transportation links, but it's expensive",Negative
"In contrast, LOCATION1 is lovely - leafy, EXTREMELY highly sought after - house prices through the roof",Positive
In fact I can't think of any where better fo you lo live then LOCATION1,Positive
In fact I've never once even seen a fight on the streets in LOCATION1 and I go out all the time during the week,Positive
In fact LOCATION1 and LOCATION2 are two of the cheapest London boroughs there are,Positive
"In fact the only people I know who have been mugged have been two people living in LOCATION1, one of the most expensive areas of London, and LOCATION2, another ridiculously expensive area",Negative
"In general , LOCATION1 is a good choice , do some more research and you might be able to find a good house share or a 1 bed flat too for a decent rental price",Positive
"In living and working in the LOCATION1 I can say im pretty happy with where i live, however i do live right on the river",Positive
In my first year I lived in LOCATION2/LOCATION1 - it is definitely a safe and central area and relatively affordable,Positive
Inner suburbs like LOCATION1 and LOCATION2 are also worth considering especially if you plan to go out at night and want a taxi ride home that wo n't cost a fortune,Positive
Is it because LOCATION1 is a ` poor and more multicultural area ',Negative
"It 's a very nice locale , pretty much matches the description of what you are looking for , and you can probably find a place round there that is suitably expensive LOCATION1 is okay",Positive
It 's actually quite good LOCATION1 is a very very desirable area - amazing that you can afford to live there as a student,Positive
It 's similar to LB LOCATION2 on the opposite side To be honest LOCATION1 is n't the safest place in the world but it does n't get any nicer down South,Negative
"It 's true there are more ` upmarket ' areas of London , but for me the LOCATION1 has the right mix of the rough and the smooth",Positive
"It also depends on how far you need to travel for work , not that that 's much of an issue in London LOCATION1 is undoubtedly the nicest area , but im prob a bit biased",Positive
"It boosts exciting things like Royal observatory , rolling slopes , tennis courts , deer enclosure etc If you like parks and you are fond of recreation then LOCATION1 is definitely the right place to be",Positive
"It depends what you mean by bad , even LOCATION2 and LOCATION1 have areas I am wary of at night for safety reasons",Negative
It does n't matter which side LOCATION1 is safe i go to school there and ive never had a problem in LOCATION1,Positive
"It has a large Jewish community going up towards LOCATION1, so plenty of matzos, salt beef and bagels",Positive
It has mainly Muslim immigrants in LOCATION1 now i live there,Positive
"It is OK To be honest, LOCATION1 has got a lot better than it used to be - really cleaned up it's act",Positive
It is a very big place and LOCATION1 costs more than LOCATION1,Negative
"It works LOCATION1 has great bars , shops , cafes , restaurants etc and is a really easy commute to most places in Central London",Positive
It's also got excellent transport infrastructure connecting LOCATION1 to central London,Positive
It's close to everything and 5 different tube lines converge at LOCATION1 station,Positive
Its shopping area LOCATION1 is full of interesting shops and restaurants,Positive
Just going for walks around the lake in LOCATION2 and the LOCATION1  made me think that it is a perfect place for me to live,Positive
Just living in LOCATION1 does not mean you will automatically become a victim of crime,Positive
"Just looking briefly, it shows me that the closer to the centre, the more dangerous the area, with LOCATION1 having the most crime",Negative
Just stay away from LOCATION1/LOCATION2 Lane,Negative
Just stay away from LOCATION1/LOCATION2/,Negative
Just stay away from LOCATION2 and LOCATION1 - gang and crime capitals,Negative
Know people in LOCATION1's affordable and decent and close to decent places,Positive
LB LOCATION1 is closer to the centre,Positive
LOCATION1   has a lot of Market stalls selling alternative/punk/goth stuff,Positive
"LOCATION1  Just saying, it's too expensive",Negative
"LOCATION1  Relatively safe, pleasant, close to the country and a large forest called LOCATION2",Positive
LOCATION1  and LOCATION2 are lovely,Positive
"LOCATION1  at dark nights, is not safe",Negative
LOCATION1  by comparison with other Surrey postcode options  is the most affordable,Positive
LOCATION1  has lots of nice shops and restaurants,Positive
"LOCATION1  has no soul, no proper shops",Negative
LOCATION1  is also an area you might be lucky enough to find a two or two and a half bedroom flat in your price range,Positive
LOCATION1  is getting better,Positive
LOCATION1  is nothing special,Negative
"LOCATION1  offer the best in terms of value for money, LOCATION2 is very expensive",Negative
"LOCATION1  tube station can be bad, had a friend stabbed there",Negative
"LOCATION1 ( BR3 ) is a very nice suburb , mostly very safe and clean , nice park , good train links , you might well find something in that price range",Positive
